AuthorID,Author,Date,Content,Attachments,Reactions
"704460941772849302","cooper#6009","2021-11-14",":ToadDisco:","",""
"202337592350343168","RizacanKumas#4178","2021-11-14",":DANCE2:","","discodog (1)"
"802980996114415648","justinaversano.eth#9406","2021-11-14","We should create a channel for photographers collections to support?","","🤘 (3),ToadYes (2)"
"832722913765097535","chadwicktyler#3331","2021-11-15","could be fly, like that","","ditto (1)"
"746551601296179231","DT | Luiz#4149","2021-11-15","You mean like a channel for people to drop their artwork? I feel there’s no relevant engagement in those channels","",""
"746551601296179231","DT | Luiz#4149","2021-11-15","@everyone a few photographers reached out to me asking to participate in the donation to support the auction. Maybe we should discuss that here","",""
"817469690347257877","alexcartagenamex#4215","2021-11-15","I think we shouldn’t be messing up the plan as we are being scrutinized. Our we add more people now lt might send the wrong slgnal","",""
"833922506247110656","lightchronicler#4067","2021-11-15","I’m not following. Please explain.","",""
"817469690347257877","alexcartagenamex#4215","2021-11-15","Yes. There are many questions about the RAwDao and we should not add last minute “new things “","",""
"817469690347257877","alexcartagenamex#4215","2021-11-15","Please see the discord","",""
"817469690347257877","alexcartagenamex#4215","2021-11-15","🤜🤛","",""
"746551601296179231","DT | Luiz#4149","2021-11-15","But would it hurt to just announce more people donating work? I don’t see how it could be bad","",""
"855092404147322910","RobinFriend#7507","2021-11-15","Apologies but I missed the info about donation. More than happy to donate a piece from next collection Apiary if that would be of use","","❤️ (2)"
"817469690347257877","alexcartagenamex#4215","2021-11-15","lt ls up to you guys. We have less than 2hrs to coordinate communications with @Lapsus so we can lnform it ln a correct way.","",""
"817469690347257877","alexcartagenamex#4215","2021-11-15","We went to sleep at 6:30 am copy editing everything","",""
"817469690347257877","alexcartagenamex#4215","2021-11-15","Don’t know if we can pull it off","",""
"746551601296179231","DT | Luiz#4149","2021-11-15","my suggestion: could we do after the bidding closes?","","ToadYes (2),star (1)"
"746551601296179231","DT | Luiz#4149","2021-11-15","so it's a nice surprise on top","",""
"746551601296179231","DT | Luiz#4149","2021-11-15","its also a big plus for our community, these are the people who will join us as members!","","🖤 (1),heart (2)"
"817469690347257877","alexcartagenamex#4215","2021-11-15","Ok. Great ldea.","",""
"817469690347257877","alexcartagenamex#4215","2021-11-15","Someone needs to do thls as am about to fly to Mexico","",""
"817469690347257877","alexcartagenamex#4215","2021-11-15","From Paris","",""
"817469690347257877","alexcartagenamex#4215","2021-11-15","No tlme to organize","","pepeLove (1)"
"746551601296179231","DT | Luiz#4149","2021-11-15","No problem -  @hddamico could coordinate with the rest of the photogs","",""
"817469690347257877","alexcartagenamex#4215","2021-11-15","Perfecto 😍👌🏼","",""
"820715430683082835","omarzrobles#9845","2021-11-15","I totally also missed the conversation about donations…was that something that was talk about privately?","",""
"704460941772849302","cooper#6009","2021-11-15","agree. great idea to do so after bidding closes as a bonus - and underlining who else is a photographer-member","",""
"704460941772849302","cooper#6009","2021-11-15","partybid going well so far!! looking forward to ohhshiny's show this morning too","",""
"746551601296179231","DT | Luiz#4149","2021-11-15","This was organized by a subgroup of photographers (it even includes people who were not in the founding group). That was 100% organic, not sure exactly where people organized originally","",""
"746551601296179231","DT | Luiz#4149","2021-11-15","but if people want to do it we can do the same, no problem","",""
"820715430683082835","omarzrobles#9845","2021-11-15","👍🏽","",""
"746551601296179231","DT | Luiz#4149","2021-11-15","it came to me as a done deal, and I saw no point in just accepting it!","",""
"855092404147322910","RobinFriend#7507","2021-11-15","Seems to be ticking over nicely","",""
"876858550771650580","gallegosfer#9129","2021-11-15","yeah, seems to be picking up too","",""
"833922506247110656","lightchronicler#4067","2021-11-15","Love it! Count me in.","",""
"751493587371556933","claudia#0273","2021-11-15","Would love to also be involved! I missed the details on this as well.","",""
"833922506247110656","lightchronicler#4067","2021-11-15","I think we should reach out to all OG photogs who are as of yet not aware that this is an option. To donate an artwork for a raffle amongst all new members. I think it is a great gesture to the new members and a nice surprise.","",""
"827362797792788520","hddamico#7928","2021-11-15","@lightchronicler @claudia @omarzrobles  will DM you about donation","","👍 (4),ToadSquirtlevibe (1)"
"746551601296179231","DT | Luiz#4149","2021-11-15","should we add a channel for $FLAMES holders? I feel that if we want to keep doing auctions like this (they're very fun and could be great to build community) it's one of our responsibilities to create value for the fractionalized artwork","","🤝 (1)"
"827362797792788520","hddamico#7928","2021-11-15","definitely","",""
"827362797792788520","hddamico#7928","2021-11-15","@Photographers pls dm in case you are interested in donating pieces to the coming members of our community 🧡","","catJAM (2)"
"693277954519728138","Lapsus#4632","2021-11-15","I was proposing the same idea in the other chat we have sorry. Agreed! Lets gather the second group of donators. They can decide if they want to do the new raffle after the bid closes, to celebrate, amongst all members of the RAW (including this time Fingerprints members too?).","",""
"693277954519728138","Lapsus#4632","2021-11-15","We could have it being for a near term future occasion if they preferred that, aternatively.","",""
"693277954519728138","Lapsus#4632","2021-11-15","But I like celebration!","",""
"855092404147322910","RobinFriend#7507","2021-11-15","That was a fantastic ohhshiny space. Congratulations to @justinaversano.eth @DT | Luiz and everyone else involved","",""
"746551601296179231","DT | Luiz#4149","2021-11-15","We made it more focused on the piece itself, because ultimately the bulk of the value people is coming from the auction of the piece. If we follow this model to raise money with other pieces, we could do the same for our other collected works","",""
"876858550771650580","gallegosfer#9129","2021-11-15","it could be dangerous for it to take that route, if it starts feeling as building hype for the sake of it I think we can scare some important artists and collectors who are looking for value and not hype ... I would be a bit careful with the way we manage that kind of communication","","🤘 (3)"
"833922506247110656","lightchronicler#4067","2021-11-15","That was a great Spaces. Maybe someone here can help. Some people missed out on the POAP. Was there a time limit? They did put in a party bid. Would be nice if they can have the POAP","",""
"704460941772849302","cooper#6009","2021-11-15","very clever model. incentivizing token purchase through art auction. love it. these are just tokens held by the RAWDAO treasury otherwise. i look forward to seeing some documentation on token economics. so much to be considered with this, i know you guys have been plugging away nonstop at this.","","👍 (2)"
"704460941772849302","cooper#6009","2021-11-15","i think it's OK as long as the amount of tokens rewarded from simple auction participation doesnt outweigh the amount of tokens say, a founding member or long-time contributor has. thinking out pathways to earn tokens via participation+contribution is paramount","",""
"693277954519728138","Lapsus#4632","2021-11-15","The spaces and that focus was great imo for this time, bc it sets the cornerstone and sets the tone on community, curation, artists, collectors and growing the space all together.","",""
"693277954519728138","Lapsus#4632","2021-11-15","Finished the thread inside there with the first donation (we had to wait for the 3 last artists to delist their pieces to avoid snaggers). The material is inside there https://twitter.com/FingerprintsDAO/status/1460117281929900033","","💥 (2),🖤 (1)"
"876858550771650580","gallegosfer#9129","2021-11-15","yeah that was amazing ... for me it's clear that part of the value of Justin's piece is in the concept of community ... it is valuable because it's the most clear marker to where photography is pointing in this community .. that work sparked everything we are doing right now ... and I agree that maybe it's great for this first approach since we are making a call for that community to join us, for most already in the space is great!, to have a part of a piece we find valuable and get access to be a part of the building that's coming ... I just worry it can be difficult to appreciate for photographers and collectors new to the space.. just something to have in mind going further","","ToadYes (1)"
"751493587371556933","claudia#0273","2021-11-15","Was there a reason why this initiative wasn't opened up to all RAW DAO photographers from the beginning? It would have been great to open this up to all members right at the start. I'm happy there's a second group of donators happening but I don't see why we had to split it up into two groups to begin with.","",""
"827362797792788520","hddamico#7928","2021-11-15","it will come along the way sir. this is a big first step to raise capital to the DAO’s treasury. it will be major key to the development of NFT photography and hour community.","","🖤 (2)"
"693277954519728138","Lapsus#4632","2021-11-15","It was the hard work by @alexcartagenamex to get that group together, and there were bandwith limits to it. We should have made it more open, true. Please forgive our limits; we worked as hard as we could. This second round will be no less important than the first one by any measure.","",""
"827362797792788520","hddamico#7928","2021-11-15","hi Claudia, it is was my bad to not properly ask all @Photographers to take the chance to donate. sorry for this.","","👍🏽 (2)"
"827362797792788520","hddamico#7928","2021-11-15","pls DM those who are opened for donating in the second phase","",""
"817469690347257877","alexcartagenamex#4215","2021-11-15","Hello Claudia. The idea came about one day before the bid and there was extensive work to be done. @Lapsus and I worked for many hours getting it ready for the launch","","💯 (4)"
"827362797792788520","hddamico#7928","2021-11-15","i will also take the opportunity to ask the community to promote the party bid. The higher the amount we raise the better for our DAO. @Photographers ! 🖤","","🙏 (5)"
"817469690347257877","alexcartagenamex#4215","2021-11-15","Been on it all day! Speaking to collectors all day.","",""
"817469690347257877","alexcartagenamex#4215","2021-11-15","Will continue","",""
"817469690347257877","alexcartagenamex#4215","2021-11-15","🚀🚀","","✊ (7)"
"827362797792788520","hddamico#7928","2021-11-15","let’s go! 400/1000","",""
"827362797792788520","hddamico#7928","2021-11-15","it would be awesome if founding photographers could also help promoting it.","",""
"827362797792788520","hddamico#7928","2021-11-15","FYI - you will be receiving your tokens shortly","","YES (7),🚀 (6),💥 (5),🤘 (6)"
"832722913765097535","chadwicktyler#3331","2021-11-15","All @Photographers let's set up a form with twitter handles and links to our current work. So we have a quick reference. We can use this week to promote each other and show a message of unity to the community.","","🤝 (7)"
"693277954519728138","Lapsus#4632","2021-11-15","We had this idea of a shared signature language; we can propose it to the group.","","🤘 (2)"
"820715430683082835","omarzrobles#9845","2021-11-15","that's a great idea @chadwicktyler","","🤘 (1)"
"827362797792788520","hddamico#7928","2021-11-15","tomorrow @Photographers will receive 1.000 tokens each 🙌🏻","",""
"827362797792788520","hddamico#7928","2021-11-15","also, we will be sharing a first draft of the DAO’s roadmap tomorrow with you all. looking fwd to hear feedback before sending to the community.","","🍾 (7),FineWine (1)"
"827362797792788520","hddamico#7928","2021-11-15","🖤","",""
"746159224681267250","0xSam#1111","2021-11-15","Hey all, see a lot of familiar faces, happy to be here :2343aliendance:","","☕ (2),🔥 (3),🤝 (2),heart (1)"
"693277954519728138","Lapsus#4632","2021-11-15","Heey!","","👋 (2)"
"345742289311891469","M ram#4122","2021-11-15","Hey all, so I was wondering, I believe we might start seeing a lot of folks on the general channel who are up and coming Photographers who would like to be involved with RAW. Some of them won't have enough ETH to become a member. Any suggestions on how we should handle them for now?","",""
"693277954519728138","Lapsus#4632","2021-11-15","We have some ideas for managing that energy, and to bring more from the collectors' side. And some materials; for instance a new more complete form for onboarding artists, so then a committee can work with that.","",""
"693277954519728138","Lapsus#4632","2021-11-15","To keep engagement is important, and to have them feel they are being heard and part of this.","","💯 (4)"
"832722913765097535","chadwicktyler#3331","2021-11-15","I would route them to Assembly and Obscura then we can recapture them when the time is right. We have those resources built out and should use them to offload some of the burden in the short term.","","👌 (7),ToadYes (1)"
"693277954519728138","Lapsus#4632","2021-11-15","That's a great complementary machinery.","",""
"693277954519728138","Lapsus#4632","2021-11-15","While we build our other devices in here.","",""
"832722913765097535","chadwicktyler#3331","2021-11-15","yes","",""
"693277954519728138","Lapsus#4632","2021-11-15","So can we think of a structure for these daos in terms of communication? Lets lay our this mini ecosystem and the role for each.","",""
"693277954519728138","Lapsus#4632","2021-11-15","It would be communication and workflow, relationships, etc","",""
"693277954519728138","Lapsus#4632","2021-11-15","This is very interesting.","",""
"693277954519728138","Lapsus#4632","2021-11-15","Lots of potential if we get it right!","",""
"832722913765097535","chadwicktyler#3331","2021-11-15","We dont need to be redundant and we also want to elevate this brand so it does not attract new photographers, we have that fully canvased. I would lean heavy on the investment side and use the member photographer work as case studies and examples of why for example a 'carpooler' is so important. There will never be a shortage of amazing photographers 99% of the working photographers aren't here yet.","","💯 (5),🤝 (2),👍 (1)"
"819708932876140575","shanelavalette#2830","2021-11-15","Looking forward!","",""
"819708932876140575","shanelavalette#2830","2021-11-15","👍","",""
"693277954519728138","Lapsus#4632","2021-11-15","Of course; totally agree.","",""
"693277954519728138","Lapsus#4632","2021-11-15","So for that small system of photo daos, differentiation.","",""
"693277954519728138","Lapsus#4632","2021-11-15","In terms of activity and in terms of positioning.","",""
"693277954519728138","Lapsus#4632","2021-11-15","We can actually work together as you hinted; @chadwicktyler .","",""
"876858550771650580","gallegosfer#9129","2021-11-15","maybe it's too soon to implement something like this but we can keep the community engaged by creating some sort of RAW salon, in which we can post loosely curated sets by the community .. not in a shill way, no links or anything, just images with credits... this also helps us as a signal of the broader photo community in which raw is built","","🙌🏻 (3),👀 (1)"
"832722913765097535","chadwicktyler#3331","2021-11-15","Absolutely! Quantum, Asssembly, Obscura are already making in-roads for this to happen.","","🔥 (4),👊 (2),✊ (2),OMG (1)"
"817469690347257877","alexcartagenamex#4215","2021-11-15","I feel there is a bit of a misunderstanding here. IMHO. RAwDao and it’s discord is not much about building a community of photographers and having the community happen inside of it. If we try to do this, we will slowly create a possibility a bit of resentment as to why they are not being collected, because why would they be here if not to be seen and bought?! This happens in many discord where all it becomes is people dumping images to see if they get picked. RAwDao will be scouting for those photographers anyway. The New Community photography collection will have that role, to scout for new talent from inside the NFT space. So do we need a community of photographers? If we do, which would be great let’s help them with building a community about sharing ideas. Just be mindful about this. 

RAwDao is about building a community around the power of a collection. We are sending signals that we are a group of sophisticated thinkers that, like FP, have a very very very clear vision of the power of photography. The taste and efficacy of our curation is what will create the community! If we build that, all eyes will be on us. If we are sloppy, we will just attract people looking for “opportunities” to dump their stuff on our collection. If we build a really strong collection, the best talent will rally behind us and help us fulfill our mission of being the best photography collection in the world. Again, the collection is the community. We have a perfect collection like FP, everyone will come to us. 

What do you think?","","💯 (7),FineWine (1)"
"817469690347257877","alexcartagenamex#4215","2021-11-15","So we need to create the 2 collections. Here are the ideas @gallegosfer and myself have shared with the team before:","",""
"817469690347257877","alexcartagenamex#4215","2021-11-15","**A PROPOSAL FOR RAW DAO’s 
CURATORIAL VISION**


INTRODUCTION

In the newly born NFT artworld, photography has been gaining popularity since the success of Justin Aversano’s Twin Flames in the early 2021. Since then, a wave of photographers have taken over the space with relative success taking advantage of a crescent interest in collectors for high quality photographic work. But the space lacks a history of the art and clear markers of what is and has been considered valuable in photography historically, creating uncertainty in photography as a long term investment. Until now, photography has served principally 2 purposes, one is as a collectible easy to flip because of its current popularity, the other as a collectible that the collector simply “likes” for personal visual/emotional reasons. The true historical and social value of a photo-work has not been taken into account in a serious way yet in a broad sense and to make a healthy environment of creation and collection of photography as an art, a signal has to be made to cut through the current noise and to help point to quality work being produced inside the NFT world as well as in the traditional artworld.

The RAW DAO’s curatorial mission in the NFT space is to create a strong signal of what’s considered a quality photographic work of the highest standards in a historical context while also acknowledging the new photographic movement emerging from within the space from the interaction of creators and collectors. For this purpose, the RAW DAO’s vault will hold two collections, The Legacy Collection and The New Community Photography Collection:","",""
"817469690347257877","alexcartagenamex#4215","2021-11-15","**The Legacy Collection**:
Will be conformed of collected works by established artists in the traditional artworld with the objective of creating a record of high quality and historically valuable art photography that can help as a guide for the community of what’s considered important photography as art, to this purpose, the curatorial committee will take into account established artists that are already onboarded in the NFT world and also artists that can be considered for onboarding with the purpose of adding work from them to the collection.

**The New Community Photography Collection**:
Will be formed of photographic work that is considered important by the community itself as a way to give voice to the values of this evolving community that we call the NFT world. The community curatorial committee will take into account work that’s already in important collections of the NFT artworld and work that has been important for the short history of photography in the NFT space without discrimination of style, concept or formal approach . This collection will also be on the lookout for new work being produced and valued in the NFT world by creators and collectors alike and will have the objective of creating a record of the evolution of photography in this space, a collection that can become a marker for new cultural aesthetic values.


CONCLUSION.

These two collections will help gather the best photographic work being created as NFTs, both from established artists from the traditional artworld in an effort of honoring the history of the photographic art and from new artists being valued by the community for sharing a vision with it towards different themes through their photographic art as a way to support and push forward new and different ways of understanding photography as an art and as a form of social communication.","","💯 (4),heart (1),omg (1)"
"832722913765097535","chadwicktyler#3331","2021-11-15","thank you @gallegosfer @alexcartagenamex very well stated","",""
"693277954519728138","Lapsus#4632","2021-11-15","Triple yes.","",""
"751493587371556933","claudia#0273","2021-11-15","I love this. Thank you @gallegosfer and @alexcartagenamex for putting this together. I think this encompasses both the spirit of photographers already creating in the NFT space, and onboarding more traditional photographers into the space who would help cement our vision here.","","🤘 (3),❤️ (1)"
"820715430683082835","omarzrobles#9845","2021-11-15","Thanks for putting together these points @alexcartagenamex and @gallegosfer
I would like to understand however in which order are these collections going to be built and how they will be prioritized. I understand the value of the Legacy collection. However, my concern is that starting by collecting work that is not yet part of the  NFT ecosystem is sending the signal to collectors that  the ""quality work""  is still outside of the space.  While Justin's success was groundbreaking indeed, there were and have been simultaneously many of us in the space, working hard for visibility of photography in the space altogether.  This to say that I believe both collections should be built simultaneously and if anything the community collection should lead the way as a way to honor the work of folks who have been working from within the space.","",""
"817469690347257877","alexcartagenamex#4215","2021-11-15","They should. Agreed!","","💯 (1)"
"876858550771650580","gallegosfer#9129","2021-11-15","yes, both simultaneous .. we are aiming for a complete understanding of photography, not just historical but as it develops in this space","","🤙🏿 (3),💯 (1),catJAM (1)"
"817469690347257877","alexcartagenamex#4215","2021-11-15","That is exactly what we are saying","",""
"817469690347257877","alexcartagenamex#4215","2021-11-15","💯👌🏼🤝","","👊 (1),Handshake (1)"
"820715430683082835","omarzrobles#9845","2021-11-15","https://tenor.com/view/the-offoce-pam-beasley-jim-halpert-john-krasinski-jenna-fischer-gif-3868641","",""
"817469690347257877","alexcartagenamex#4215","2021-11-15","Hahahahaha","",""
"817469690347257877","alexcartagenamex#4215","2021-11-15","We love you @omarzrobles 🚀","",""
"820715430683082835","omarzrobles#9845","2021-11-15","😘","","❣️ (2)"
"746159224681267250","0xSam#1111","2021-11-16","Posting this here, might be too early but just for everyone to be aware","https://cdn.discordapp.com/attachments/908079682824601670/910010191448264774/Screen_Shot_2021-11-15_at_19.34.46.png","👌 (2)"
"389803426877407232","lucaspon#3865","2021-11-16","guys FYI there isn't anyone with the role @Photographers yet 😆","","😰 (6)"
"389803426877407232","lucaspon#3865","2021-11-16","we're all just members for now","",""
"693277954519728138","Lapsus#4632","2021-11-16",": D","",""
"833922506247110656","lightchronicler#4067","2021-11-16","Thanks Alex for putting thoughts to screen. I think amongst (emerging) photographers there might be the expectation that being in the Dao equals being collected by the Dao. I can feel that being part of the anxiety of those who can not currently afford full membership. We need to decouple this.

Re the two different collections I have a remark about the semantics. I would talk about Important photography. Full stop. (including but not limited to photography as art) e.g. if we had Robert Capa's D-Day images as NFTs no one would argue that that doesn't belong in the RAW collection. So would Tianmen Tank Man.

I am of course breaking a lance here for ""old fashioned"" documentary. We may or may not call it art but historical importance cannot be denied.","","💯 (1),✅ (3),❤️ (1)"
"817469690347257877","alexcartagenamex#4215","2021-11-16","You are completely correct and we are implying that legacy photography be collected. Capa et al Magnum collection are part of what made our mediums history relevant. Had a meeting last week with Magnums director Olivia Arthur, so be assured, all great photography should be considered.","",""
"833922506247110656","lightchronicler#4067","2021-11-16","Most excellent Ser!","","🤝 (1),💯 (1)"
"827362797792788520","hddamico#7928","2021-11-16","😊","",""
"202337592350343168","RizacanKumas#4178","2021-11-16","Hi all, I’m going to interview with Turkish tv about nfts. I will@mention about RAW Dao 👀","","😱 (4),💯 (5),🤘 (1),catJAM (1)"
"876858550771650580","gallegosfer#9129","2021-11-16","hopefully what we do with RAW will help break some of those disctinctions once and for all","","🤝 (4)"
"833922506247110656","lightchronicler#4067","2021-11-16","Yes, unbox ourselves.","","💯 (2)"
"827362797792788520","hddamico#7928","2021-11-16","Hi guys, regarding donations. Was discussing this IRL with Luiz. We see this as a way to build community not marketing the party bid. Having said that our idea is to grab all the pieces from the photographers founding members and raffle to members that place at least 1 ETH in the party bid, thus a new RAW member. We want this to be an inception for members to become collectors.","",""
"827362797792788520","hddamico#7928","2021-11-16","Would love to hear from you. Ideas on how to make it?","",""
"827362797792788520","hddamico#7928","2021-11-16","@Lapsus will be helping me with that.","","👊 (2)"
"876858550771650580","gallegosfer#9129","2021-11-16","in your words ""🎯 "" ... sounds great, since this is something that will continue through the rest of the week we could just anounce a second and third and fourth batches of donations, we could anounce 12 more donations today, and another 12 tomorrow, giving us a chance to keep bringing attention to the party bid too","",""
"751493587371556933","claudia#0273","2021-11-16","I know the focus is on community building but I do see an opportunity for marketing here. However we decide to announce the donations, let's keep the posts spaced out and consistent, I really like how @gallegosfer structured it. Maybe even tease out ""and we're announcing 12 more tomorrow 👀"" to peak interest. And a tweet or two saying why we think donating these works to members-to-be is important, touching on the community aspect.","",""
"827362797792788520","hddamico#7928","2021-11-16","I like your suggestion.","",""
"827362797792788520","hddamico#7928","2021-11-16","let's make the second round tomorrow!","",""
"827362797792788520","hddamico#7928","2021-11-16","who's joining?","",""
"855092404147322910","RobinFriend#7507","2021-11-16","I'm here to help in anyway I can. Just a little concerned we have  lost our way a little with some of the recent decisions some of which felt out of the blue. We need a plan for the next 5 days that we can all help execute to get us over the line. I'm having a lot of photographers contact me about what they are buying into, and to be honest I'm not sure I know exactly what to tell them ....","",""
"855092404147322910","RobinFriend#7507","2021-11-16","Don't mean to be pessimistic just want to be aligned with everyone moving forward over the next few crucial days","",""
"855092404147322910","RobinFriend#7507","2021-11-16","The curatorial document @alexcartagenamex and @gallegosfer is brilliant in many ways. Thank you both for hard work on all of this. Is this official now? Should we be communicating it out into the world","","prays (1)"
"693277954519728138","Lapsus#4632","2021-11-16","Note that we are almost 50% in 1/7 of the time.","","🖤 (3),🤘 (2)"
"693277954519728138","Lapsus#4632","2021-11-16","This is a sign of strenght not weakness","",""
"855092404147322910","RobinFriend#7507","2021-11-16","Absolutely, it's amazing and I have no doubt we do it!","",""
"855092404147322910","RobinFriend#7507","2021-11-16","Just wanted to make sure we are all on the same page when it comes to who, what we are!","",""
"746551601296179231","DT | Luiz#4149","2021-11-16","@everyone 

We should have a call with everybody to align. We're also creating a role to make it explicit who was with us in this journey from the beginning: **founding artists**

This was a suggestion by @hddamico to help all the new people joining the DAO to get to know your work a little better. We want to support it in any way possible.","","ToadYes (13),👍 (10),partygritty (6),🤘 (6),👌 (4),💯 (3),✊ (3)"
"746551601296179231","DT | Luiz#4149","2021-11-16","Would 11 EST work better on 

🍎 Wednesday 
🍏 Thursday","","🍏 (8),🍎 (11)"
"832722913765097535","chadwicktyler#3331","2021-11-16","Agree that we need to organize the plan and make sure we are showing a position of strength. Thank you @DT | Luiz for setting up the call.","",""
"855092404147322910","RobinFriend#7507","2021-11-16","Yes, looking forward to the call, thank you @DT | Luiz for arranging","","💯 (2)"
"389803426877407232","lucaspon#3865","2021-11-16","went ahead and fixed hierarchy of roles and separated them in the members tab ->","",""
"389803426877407232","lucaspon#3865","2021-11-16","🙂","","🖤 (6)"
"832722913765097535","chadwicktyler#3331","2021-11-16","I feel so pretty 🙂","","💄 (5)"
"809382179468476456","mdr#8647","2021-11-16","🙏 thanks","","🤘 (1)"
"827362797792788520","hddamico#7928","2021-11-16","@Founding Artists we will discuss it properly in our call, but the idea of the donation is (i) create a sense of a strong/happy community, (ii) initiate members to become collectors, (iii) promote founding artists work. We have non intention nor need to use this as a marketing tool for the party bid, we are half way done with a couple of days to come.","","🖤 (7),🤘 (2),💎 (4),👍🏽 (2)"
"819708932876140575","shanelavalette#2830","2021-11-16","🔵","",""
"876858550771650580","gallegosfer#9129","2021-11-16","great color pick, i'm very pleased with that decision 💯","","😂 (1)"
"832722913765097535","chadwicktyler#3331","2021-11-16","♾️","",""
"751493587371556933","claudia#0273","2021-11-16","Missed me 😅","",""
"389803426877407232","lucaspon#3865","2021-11-16","lol we can change the color if ya'll like","","💙 (2)"
"876858550771650580","gallegosfer#9129","2021-11-16","noooo haha i'm being serious, I like it haha","",""
"832722913765097535","chadwicktyler#3331","2021-11-16","I like the color just a bit hard to read is my only objection","",""
"746551601296179231","DT | Luiz#4149","2021-11-16","sorry!!!","",""
"746551601296179231","DT | Luiz#4149","2021-11-16","I agree the color ir hard to read, will adjust","",""
"746551601296179231","DT | Luiz#4149","2021-11-16","better now?","",""
"832722913765097535","chadwicktyler#3331","2021-11-16","YES!!! we are popping","",""
"746551601296179231","DT | Luiz#4149","2021-11-16","@everyone Here's the v0 of our Visions, Mission and Strategy statement (together with a v0 of the curatorial statement laid out before by Alejandro). 

Feel free to add comments on the document and discuss the main ideas here as well.

https://docs.google.com/document/d/1YAF42pCEB4xSnOI5bZQqA-kN-PHbKoAl6f-yXVicJ3E/edit?usp=sharing","","💯 (9),partygritty (2),🤘 (2),👍🏽 (2),👀 (1)"
"832722913765097535","chadwicktyler#3331","2021-11-16","BHAG trending","",""
"746551601296179231","DT | Luiz#4149","2021-11-16","I missed one thing on BHAG, it needs to have a clear end point","",""
"746551601296179231","DT | Luiz#4149","2021-11-16","Like ""by the end of this decade""","",""
"746551601296179231","DT | Luiz#4149","2021-11-16","Like JFK: *""I believe that this nation should commit itself to achieving the goal, before this decade is out, of landing a man on the Moon and returning him safely to the Earth""*","","👌 (6)"
"827362797792788520","hddamico#7928","2021-11-16","@Founding Artists that is time to speak up! looking fwd to work in follow up versions of this as well as discussing it in our call 🤍","","🤍 (6)"
"823934448835756052","michelleviljoen.eth#8371","2021-11-16","Fantastic!! Looking forward to reading this properly! So excited to be on this journey with all of you.","",""
"869997214221623296","foto.eth#8472","2021-11-16","this is a great draft! I really appreciate the two-tier acquisition strategy as it allows for excellence, as defined in the doc, without excluding community","","💥 (1)"
"827362797792788520","hddamico#7928","2021-11-16","@lucaspon can you please share the latest forms we have for (i) collectors, (ii) artists?","",""
"827362797792788520","hddamico#7928","2021-11-16","was discussing it with @Lapsus yesterday, my impression is that we should bring more collectors to our community.","","🤝 (2)"
"827362797792788520","hddamico#7928","2021-11-16","that was one of the inputs we took by chatting with you 🙂","","🚀 (3),heart (1)"
"746551601296179231","DT | Luiz#4149","2021-11-16","Pinned a message.","",""
"820715430683082835","omarzrobles#9845","2021-11-16","When is the call happening ?","",""
"823934448835756052","michelleviljoen.eth#8371","2021-11-16","@omarzrobles you can vote here Ser.","","💯 (2)"
"820715430683082835","omarzrobles#9845","2021-11-16","Should we share notes about the statement here or should we wait til the call ?","",""
"746551601296179231","DT | Luiz#4149","2021-11-16","you can comment directly on the document if its a wording comment or something small. Otherwise if more ""structural"" please share here!","","👍🏿 (1)"
"820715430683082835","omarzrobles#9845","2021-11-16","thank you.","",""
"820715430683082835","omarzrobles#9845","2021-11-16","I'm not sure if it is structural but I added a comment to the document with my observation. Let me know if you can see it @DT | Luiz","",""
"389803426877407232","lucaspon#3865","2021-11-16","I'm sorry I made a small edit that I think removed your comment","",""
"389803426877407232","lucaspon#3865","2021-11-16","Also I've made a few more edits to improve wording/formatting","",""
"389803426877407232","lucaspon#3865","2021-11-16","actually I'm not sure whether it was me, but I did notice your comment vanished somewhy.","",""
"827362797792788520","hddamico#7928","2021-11-16","encourage everybody to provide comments in the document as well as here.","",""
"827362797792788520","hddamico#7928","2021-11-16","the more we debate the better.","",""
"827362797792788520","hddamico#7928","2021-11-16","we should discuss as well which type of contracts we will be collecting. OS, FND and etc., remember we had initiated this discussion in the opened channel but don't remember we got a conclusion.","",""
"809382179468476456","mdr#8647","2021-11-16","thank you - going to read it tonight in detail! very exciting ✨","",""
"820715430683082835","omarzrobles#9845","2021-11-16","Basically my comment is that the document singles out Justin as if his collection was the only breaking any ground in the space while there had been other photographers working hard in the sidelines and having varying levels of success. Singling him out in the document glorifies the image of only ONE photographer and negates the work and efforts of others. Ppl in the spaces are already incorrectly calling RAW DAO as Justin's DAO and I believe that is a fundamental error.","",""
"855092404147322910","RobinFriend#7507","2021-11-16","Seems like this has been changed already","","👍 (2)"
"855092404147322910","RobinFriend#7507","2021-11-16","whoever came up with BHAG deserves a Knighthood #genius","",""
"746551601296179231","DT | Luiz#4149","2021-11-16","good point, @lucaspon just adjusted that","","👏🏿 (1)"
"746551601296179231","DT | Luiz#4149","2021-11-16","The concept or our actual BHAG?","",""
"855092404147322910","RobinFriend#7507","2021-11-16","both ser","",""
"746551601296179231","DT | Luiz#4149","2021-11-16","I like this quote from the book I learned the concept from:","",""
"746551601296179231","DT | Luiz#4149","2021-11-16","","https://cdn.discordapp.com/attachments/908079682824601670/910266769632034866/image0.png","💯 (2)"
"855092404147322910","RobinFriend#7507","2021-11-16","thank you Moses  🥳","","😆 (2)"
